date,open,high,low,close,volume,ma5,volume_ma5,volatility_range_5d,volatility_range_20d,volume_ratio_5d,ma5_acceleration,close_acceleration,volume_ratio_5d_acceleration,up_days_20d,gap_up_ratio_20d
2014-11-18,6095.869,6139.763,6094.605,6139.522,63801908,6078.7282,67850685.2,0.0160064104995078,0.0164707327185528,0.9403281309825298,52.45939999999882,-52.69799999999941,0.0047943065520031,0.5,0.5
2014-11-19,6134.374,6206.815,6134.054,6193.562,71495027,6093.429,68873859.8,0.0141941233112741,0.0161665295485286,1.0380575040750075,-8.602799999998751,15.350999999999658,0.0171029008637022,0.55,0.55
2014-11-20,6174.89,6189.443,6158.344,6185.919,65048454,6125.8564,65256346.6,0.0108798557890989,0.0152989090253448,0.996814216381522,17.726599999999053,-61.68299999999999,-0.1389726607859632,0.5,0.6
2014-11-21,6183.472,6240.784,6183.335,6240.774,71436627,6172.122,67330396.8,0.0107718433897201,0.0152309005719255,1.0609862765579303,13.838200000001052,62.4980000000005,0.105415347869894,0.5,0.65
2014-11-24,6281.558,6304.448,6253.737,6293.023,96363989,6210.56,73629201.0,0.0082788486585596,0.014739942088214,1.3087740691359668,-7.82760000000053,-2.6060000000006767,0.1836157324016277,0.5,0.65
2014-11-25,6295.683,6392.799,6290.373,6392.442,101629030,6261.144,81194625.4,0.0100123864396437,0.0143889047666557,1.2516718871394656,12.14599999999973,47.17000000000007,-0.3048899745745375,0.5,0.65
2014-11-26,6400.587,6435.335,6381.889,6435.14,108408198,6309.4596,88577259.6,0.0093238848483559,0.014077411721898,1.223882952459279,-2.2683999999999287,-56.72099999999955,0.0293132473163144,0.55,0.65
2014-11-27,6450.506,6472.788,6420.725,6472.587,113636694,6366.7932,98294907.6,0.0099271307971429,0.0139838372413574,1.1560791578586316,9.018000000000027,-5.251000000000204,-0.0400148599204606,0.6,0.7
2014-11-28,6476.57,6499.2,6419.198,6478.108,118216945,6414.26,107650971.2,0.0105559637461561,0.0137725967967942,1.0981502877514215,-9.866799999999785,-31.926000000000386,0.0098749244934372,0.6,0.75
2014-12-01,6477.995,6477.995,6360.929,6392.464,106276380,6434.1482000000005,109633449.4,0.012606931124376,0.0142153717638604,0.9693791500826388,-27.578599999999824,-91.16499999999996,-0.0708422675615726,0.6,0.75
2014-12-02,6385.949,6466.689,6382.65,6457.556,97590434,6447.171,108825730.2,0.0120051455379383,0.0142768723508322,0.8967588255153284,-6.865400000000591,150.73599999999988,0.0561508131014721,0.65,0.75
2014-12-03,6465.46,6514.307,6393.726,6513.957,131922968,6462.9344,113528684.2,0.014046313397393,0.0147790978446423,1.162023227254139,2.740600000000086,-8.690999999998894,0.3378847263061212,0.65,0.75
2014-12-04,6517.677,6608.226,6515.225,6605.322,135021971,6489.4814,117805739.6,0.0152535317803739,0.0147790659021411,1.146140854074312,10.783599999999751,34.96399999999903,-0.2811467749186377,0.7,0.75
2014-12-05,6612.186,6612.186,6294.194,6462.089,149610293,6486.277599999999,124084409.2,0.0226253840757281,0.0163220798117099,1.2057138682012598,-29.7507999999998,-234.598,0.0754553873067747,0.65,0.8
